page,country,rev_id,row_num,batch_num,prediction,FIPS,Name,Type,TimeFrame,Data (M),Population
Manuel Bonilla,Hondura,804130440.0,41348.0,326.0,Stub,,,,,,
Terencio Sierra,Hondura,804131272.0,41351.0,329.0,Stub,,,,,,
Policarpo Bonilla,Hondura,804131604.0,41352.0,330.0,Start,,,,,,
Ponciano Leiva,Hondura,804131948.0,41354.0,332.0,Stub,,,,,,
José María Medina,Hondura,804133123.0,41358.0,336.0,Start,,,,,,
José Santos Guardiola,Hondura,804133555.0,41359.0,337.0,Start,,,,,,
José Lino Matute,Hondura,804138803.0,41363.0,341.0,Stub,,,,,,
José Santiago Bueso,Hondura,804139010.0,41364.0,342.0,Stub,,,,,,
Francisco de Aguilar (politician),Hondura,804139208.0,41365.0,343.0,Stub,,,,,,
José Francisco Montes,Hondura,804139258.0,41366.0,344.0,Stub,,,,,,
Victoriano Castellanos,Hondura,804139730.0,41368.0,346.0,Start,,,,,,
Francisco Inestroza,Hondura,804139800.0,41369.0,347.0,Stub,,,,,,
Francisco Cruz Castro,Hondura,804139868.0,41370.0,348.0,Stub,,,,,,
Marcelino Mejía,Hondura,804140099.0,41371.0,349.0,Stub,,,,,,
Crescencio Gómez,Hondura,804140159.0,41372.0,350.0,Stub,,,,,,
Miguel Oquelí Bustillo,Hondura,804140314.0,41373.0,351.0,Stub,,,,,,
Francisco Bueso,Hondura,804140447.0,41374.0,352.0,Stub,,,,,,
Gabriela Nuñez,Hondura,804587565.0,41923.0,901.0,Start,,,,,,
Augusto Coello,Hondura,805055004.0,42590.0,614.0,Stub,,,,,,
George Romeo Silvestri,Hondura,805248828.0,42872.0,896.0,Stub,,,,,,
Salvador Nasralla,Hondura,805625721.0,43438.0,508.0,Start,,,,,,
Edmundo Orellana,Hondura,805984131.0,43973.0,89.0,Stub,,,,,,
Rafael Pineda Ponce,Hondura,806178799.0,44260.0,376.0,C,,,,,,
Selvin Laínez,Hondura,806796619.0,45328.0,490.0,Stub,,,,,,
Ana Julia García,Hondura,806875293.0,45493.0,655.0,Stub,,,,,,
Francisco Ferrera,Hondura,806948506.0,45594.0,756.0,Stub,,,,,,
Juan Ángel Arias Boquín,Hondura,807445333.0,46580.0,788.0,Start,,,,,,
Francisco Zelaya y Ayes,Hondura,807445395.0,46582.0,790.0,Stub,,,,,,
Vicente Flores,Incan,706771757.0,1168.0,214.0,Stub,,,,,,
María Sumire,Incan,783850857.0,20282.0,248.0,Start,,,,,,
Túpac Amaru,Incan,801587917.0,38548.0,388.0,C,,,,,,
Pachacuti,Incan,803601556.0,40697.0,629.0,C,,,,,,
Túpac Katari,Incan,804527512.0,41843.0,821.0,C,,,,,,
Hilaria Supa,Incan,805475200.0,43215.0,285.0,C,,,,,,
Túpac Amaru II,Incan,806761543.0,45264.0,426.0,C,,,,,,
Khozh-Ahmed Noukhayev,Chechen,707217873.0,1258.0,304.0,C,,,,,,
Alibek Delimkhanov,Chechen,762868684.0,13793.0,437.0,Stub,,,,,,
Beibulat Taimiev,Chechen,765616552.0,14433.0,123.0,Start,,,,,,
Isa Gendergenoevsky,Chechen,772274868.0,16179.0,915.0,Stub,,,,,,
Ibragim Khultygov,Chechen,782430810.0,19545.0,465.0,Stub,,,,,,
Movladi Udugov,Chechen,783907075.0,20319.0,285.0,C,,,,,,
Doku Zavgayev,Chechen,784167327.0,20415.0,381.0,Start,,,,,,
Head of the Chechen Republic,Chechen,786231010.0,21326.0,338.0,Start,,,,,,
Mairbek Sheripov,Chechen,787163671.0,21810.0,822.0,Stub,,,,,,
Alu Alkhanov,Chechen,789327678.0,26946.0,234.0,C,,,,,,
Adam Delimkhanov,Chechen,789328171.0,26956.0,244.0,Start,,,,,,
Aslambek Aslakhanov,Chechen,789949907.0,27894.0,228.0,Stub,,,,,,
Ruslan Khasbulatov,Chechen,791803238.0,29569.0,949.0,Start,,,,,,
Sergey Abramov (politician),Chechen,794171049.0,31133.0,605.0,Stub,,,,,,
Malik Saidullaev,Chechen,794893770.0,31634.0,152.0,Start,,,,,,
Akhmed Zakayev,Chechen,797214106.0,33577.0,187.0,B,,,,,,
Sheikh Mansur,Chechen,797258871.0,33643.0,253.0,Start,,,,,,
Ali Mitayev,Chechen,798580067.0,34928.0,584.0,Start,,,,,,
Turpal-Ali Atgeriyev,Chechen,801036587.0,37698.0,492.0,Start,,,,,,
Akhmad Kadyrov,Chechen,802665757.0,39755.0,641.0,C,,,,,,
Dzhokhar Dudayev,Chechen,802950350.0,40106.0,38.0,C,,,,,,
Ilyas Akhmadov,Chechen,803177211.0,40307.0,239.0,Start,,,,,,
Ruslan Gelayev,Chechen,803469952.0,40581.0,513.0,B,,,,,,
President of Ichkeria,Chechen,804275742.0,41534.0,512.0,Start,,,,,,
Said-Khasanom Abumuslimov,Chechen,804276832.0,41536.0,514.0,Stub,,,,,,
Vakha Arsanov,Chechen,804276940.0,41537.0,515.0,C,,,,,,
Shamil Basayev,Chechen,804277603.0,41539.0,517.0,B,,,,,,
Supyan Abdullayev,Chechen,804277842.0,41540.0,518.0,Start,,,,,,
Zelimkhan Yandarbiyev,Chechen,804279009.0,41547.0,525.0,C,,,,,,
Aslan Maskhadov,Chechen,804279119.0,41548.0,526.0,C,,,,,,
Abdul-Halim Sadulayev,Chechen,804279165.0,41549.0,527.0,C,,,,,,
Dokka Umarov,Chechen,804279341.0,41550.0,528.0,B,,,,,,
Tapa Tchermoeff,Chechen,804557776.0,41888.0,866.0,Start,,,,,,
Umar Dzhabrailov,Chechen,805794113.0,43671.0,741.0,C,,,,,,
Ramzan Kadyrov,Chechen,805869321.0,43806.0,876.0,FA,,,,,,
Idris Gaibov,Chechen,807180397.0,45979.0,187.0,Stub,,,,,,
Ruslan Alikhadzhiyev,Chechen,807354708.0,46329.0,537.0,Start,,,,,,
Ruslan Yamadayev,Chechen,807454176.0,46600.0,808.0,B,,,,,,
Terry Le Main,Jersey,708727189.0,1516.0,562.0,Start,,,,,,
Paul Routier,Jersey,708727221.0,1517.0,563.0,Start,,,,,,
Mike Vibert,Jersey,708766654.0,1527.0,573.0,Start,,,,,,
Sean Power (Jersey),Jersey,710334019.0,1775.0,821.0,Stub,,,,,,
Leonard Norman,Jersey,710503170.0,1806.0,852.0,Start,,,,,,
Ben Shenton,Jersey,717911161.0,3647.0,785.0,Start,,,,,,
Robert Le Masurier,Jersey,720430005.0,4309.0,493.0,Stub,,,,,,
Kevin C. Lewis,Jersey,722988899.0,5002.0,232.0,Stub,,,,,,
Rob Duhamel,Jersey,724891592.0,5552.0,782.0,Stub,,,,,,
Patrick J. D. Ryan,Jersey,725737326.0,5838.0,114.0,Stub,,,,,,
Philippe de Carteret II,Jersey,737014330.0,7388.0,710.0,Start,,,,,,
Connétable (Jersey and Guernsey),Jersey,740998059.0,8151.0,519.0,Start,,,,,,
Alan J. H. Maclean,Jersey,742413962.0,8367.0,735.0,Stub,,,,,,
Michel Couriard,Jersey,745348113.0,8868.0,282.0,Start,,,,,,
Guy de Faye,Jersey,754330569.0,10589.0,95.0,Start,,,,,,
Vernon Tomes,Jersey,766480006.0,14645.0,335.0,Start,,,,,,
Philip Bailhache,Jersey,773230341.0,16435.0,217.0,C,,,,,,
Jean Poingdestre,Jersey,773316732.0,16459.0,241.0,Start,,,,,,
Peter Hanning,Jersey,774568909.0,16829.0,611.0,Start,,,,,,
Dean of Jersey,Jersey,784051930.0,20368.0,334.0,Start,,,,,,
"Alexander Coutanche, Baron Coutanche",Jersey,784462137.0,20515.0,481.0,C,,,,,,
Terry Le Sueur,Jersey,784849252.0,20719.0,685.0,Stub,,,,,,
Don Filleul,Jersey,786175308.0,21308.0,320.0,Stub,,,,,,
Augustus Asplet Le Gros,Jersey,787012860.0,21723.0,735.0,Start,,,,,,
Philippe Langlois,Jersey,787046159.0,21741.0,753.0,Stub,,,,,,
Sarah Craig Ferguson,Jersey,787955357.0,22533.0,591.0,Start,,,,,,
Wendy Kinnard,Jersey,787955613.0,22534.0,592.0,Stub,,,,,,
Iris Le Feuvre,Jersey,787956265.0,22536.0,594.0,Start,,,,,,
Judy Martin (politician),Jersey,787956300.0,22537.0,595.0,Stub,,,,,,
Kristina Moore,Jersey,787956364.0,22538.0,596.0,Start,,,,,,
Susan Pinel,Jersey,787956392.0,22539.0,597.0,Stub,,,,,,
Shona Pitman,Jersey,787956492.0,22540.0,598.0,Stub,,,,,,
Anne Pryke,Jersey,787956513.0,22541.0,599.0,Stub,,,,,,
Corrie Stein,Jersey,787956597.0,22542.0,600.0,Stub,,,,,,
Tracey Vallois,Jersey,787957954.0,22544.0,602.0,Stub,,,,,,
"Sir Philip Carteret, 1st Baronet",Jersey,789753704.0,27663.0,951.0,Stub,,,,,,
"Sir Philip Carteret, 2nd Baronet",Jersey,789753711.0,27664.0,952.0,Stub,,,,,,
"Henry Carteret, 1st Baron Carteret",Jersey,790484914.0,28639.0,19.0,C,,,,,,
Frank Walker (Jersey politician),Jersey,792567273.0,30060.0,486.0,Start,,,,,,
Carolyn Labey,Jersey,793221391.0,30462.0,888.0,Stub,,,,,,
Cecil Stanley Harrison,Jersey,793405839.0,30591.0,63.0,Stub,,,,,,
List of Bailiffs of Jersey,Jersey,795069319.0,31829.0,347.0,Start,,,,,,
John Le Couteur,Jersey,795676915.0,32281.0,799.0,C,,,,,,
Jim Perchard,Jersey,796095584.0,32618.0,182.0,Start,,,,,,
Bryan Ian Le Marquand,Jersey,796170389.0,32662.0,226.0,Start,,,,,,
Andrew Green (Jersey politician),Jersey,797693636.0,34058.0,668.0,Stub,,,,,,
Geraint Jennings,Jersey,797746493.0,34119.0,729.0,Start,,,,,,
Ian Gorst,Jersey,798244483.0,34532.0,188.0,Start,,,,,,
George Carteret,Jersey,799514955.0,35946.0,648.0,C,,,,,,
Stuart Syvret,Jersey,800714278.0,37356.0,150.0,GA,,,,,,
Edward Trevor (Jersey),Jersey,801172575.0,37861.0,655.0,Start,,,,,,
Philip Ozouf Jr,Jersey,801284949.0,38062.0,856.0,C,,,,,,
Peter Crill,Jersey,802532217.0,39608.0,494.0,C,,,,,,
"John Carteret, 2nd Earl Granville",Jersey,802912550.0,40046.0,932.0,C,,,,,,
Darius J. Pearce,Jersey,803416400.0,40517.0,449.0,C,,,,,,
Alan Simon Crowcroft,Jersey,804372746.0,41663.0,641.0,Start,,,,,,
William Bailhache,Jersey,805135198.0,42693.0,717.0,Stub,,,,,,
Michael Birt (barrister),Jersey,805136001.0,42694.0,718.0,Start,,,,,,
Frank Ereaut,Jersey,805136113.0,42695.0,719.0,Start,,,,,,
Robert Pipon Marett,Jersey,805136184.0,42696.0,720.0,Start,,,,,,
Freddie Cohen,Jersey,805499715.0,43255.0,325.0,C,,,,,,
Mike Torode,Guernsey,710546915.0,1823.0,869.0,Stub,,,,,,
Laurie Morgan,Guernsey,719122168.0,3966.0,150.0,Stub,,,,,,
Peter Harwood,Guernsey,722295712.0,4838.0,68.0,Stub,,,,,,
Martin Storey (politician),Guernsey,722806951.0,4960.0,190.0,Stub,,,,,,
William Carey (Bailiff of Guernsey),Guernsey,725970969.0,5856.0,132.0,Stub,,,,,,
David Jones (Guernsey politician),Guernsey,729428763.0,6381.0,657.0,Stub,,,,,,
Lyndon Trott,Guernsey,742737553.0,8416.0,784.0,Stub,,,,,,
Jonathan Le Tocq,Guernsey,742872067.0,8435.0,803.0,Start,,,,,,
Graham Dorey,Guernsey,742872751.0,8436.0,804.0,Stub,,,,,,
De Vic Carey,Guernsey,748457839.0,9472.0,886.0,Start,,,,,,
Bailiff of Guernsey,Guernsey,762910285.0,13799.0,443.0,GA,,,,,,
Ambrose Sherwill,Guernsey,768625520.0,15170.0,860.0,C,,,,,,
Geoffrey Rowland,Guernsey,784691815.0,20613.0,579.0,Start,,,,,,
List of Bailiffs of Guernsey,Guernsey,784770354.0,20667.0,633.0,Start,,,,,,
Diane Lewis (Guernsey legislator),Guernsey,787954113.0,22529.0,587.0,Stub,,,,,,
Wendy Morgan (politician),Guernsey,787954138.0,22530.0,588.0,Stub,,,,,,
Peter de Havilland,Guernsey,788446515.0,23136.0,240.0,C,,,,,,
Gavin St Pier,Guernsey,789938377.0,27882.0,216.0,Stub,,,,,,
Francis Weston,Guernsey,791169532.0,29106.0,486.0,C,,,,,,
Richard Collas,Guernsey,792424069.0,29994.0,420.0,Start,,,,,,
Victor Carey,Guernsey,793355768.0,30552.0,24.0,C,,,,,,
Daniel de Lisle Brock,Guernsey,798315235.0,34595.0,251.0,C,,,,,,
Richard Weston (treasurer),Guernsey,802409654.0,39336.0,222.0,C,,,,,,
Havilland de Sausmarez,Guernsey,804532628.0,41851.0,829.0,Start,,,,,,
Edmund Andros,Guernsey,805755298.0,43610.0,680.0,B,,,,,,
Joseph Lambert Eustace,Saint Vincent and the Grenadines,716335437.0,3168.0,306.0,Start,,,,,,
Duvalle,Saint Vincent and the Grenadines,725462724.0,5788.0,64.0,Start,,,,,,
Charles Antrobus,Saint Vincent and the Grenadines,739296460.0,7948.0,316.0,Stub,,,,,,
David Emmanuel Jack,Saint Vincent and the Grenadines,745928420.0,8974.0,388.0,Stub,,,,,,
Sydney Gun-Munro,Saint Vincent and the Grenadines,762906552.0,13798.0,442.0,Stub,,,,,,
Frederick Ballantyne,Saint Vincent and the Grenadines,770827509.0,15715.0,451.0,C,,,,,,
Terrance Ollivierre,Saint Vincent and the Grenadines,770829069.0,15716.0,452.0,Start,,,,,,
Milton Cato,Saint Vincent and the Grenadines,771015590.0,15830.0,566.0,Start,,,,,,
Henry Harvey Williams,Saint Vincent and the Grenadines,784724223.0,20629.0,595.0,Start,,,,,,
Monica Dacon,Saint Vincent and the Grenadines,784784479.0,20678.0,644.0,Stub,,,,,,
Camillo Gonsalves,Saint Vincent and the Grenadines,787976333.0,22557.0,615.0,Start,,,,,,
Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768.0,23371.0,475.0,Start,,,,,,
Arnhim Eustace,Saint Vincent and the Grenadines,789761357.0,27671.0,5.0,C,,,,,,
Joseph Chatoyer,Saint Vincent and the Grenadines,795283194.0,31942.0,460.0,Start,,,,,,
Louis Straker,Saint Vincent and the Grenadines,795343481.0,31988.0,506.0,Start,,,,,,
List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926.0,34140.0,750.0,Start,,,,,,
Ebenezer Joshua,Saint Vincent and the Grenadines,798864996.0,35198.0,854.0,Start,,,,,,
James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111.0,36785.0,533.0,Start,,,,,,
Inga Rhonda King,Saint Vincent and the Grenadines,800881284.0,37538.0,332.0,Start,,,,,,
Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101.0,38065.0,859.0,Start,,,,,,
Ralph Gonsalves,Saint Vincent and the Grenadines,804164057.0,41400.0,378.0,C,,,,,,
Stanislav Kochiev,South Ossetian,717215546.0,3359.0,497.0,Start,,,,,,
Valeriy Hubulov,South Ossetian,717241760.0,3363.0,501.0,Start,,,,,,
Rostislav Khugayev,South Ossetian,721687759.0,4689.0,873.0,Start,,,,,,
Boris Chochiev,South Ossetian,748071193.0,9367.0,781.0,Stub,,,,,,
Yury Morozov,South Ossetian,749962491.0,9933.0,393.0,Start,,,,,,
Aleksandr Shavlokhov,South Ossetian,760473086.0,13387.0,31.0,Stub,,,,,,
Merab Chigoev,South Ossetian,760473130.0,13388.0,32.0,Stub,,,,,,
Gerasim Khugayev,South Ossetian,760473192.0,13389.0,33.0,Start,,,,,,
Igor Sanakoyev,South Ossetian,760473237.0,13390.0,34.0,Stub,,,,,,
Zurab Kokoyev,South Ossetian,760473273.0,13391.0,35.0,Stub,,,,,,
Lyudvig Chibirov,South Ossetian,766130279.0,14569.0,259.0,Stub,,,,,,
Aslanbek Bulatsev,South Ossetian,789950396.0,27897.0,231.0,Start,,,,,,
President of South Ossetia,South Ossetian,795669553.0,32279.0,797.0,Start,,,,,,
Prime Minister of South Ossetia,South Ossetian,797825875.0,34212.0,822.0,Start,,,,,,
Leonid Tibilov,South Ossetian,799335775.0,35748.0,450.0,Start,,,,,,
Eduard Kokoity,South Ossetian,801087048.0,37745.0,539.0,C,,,,,,
Dmitry Sanakoyev,South Ossetian,801560549.0,38503.0,343.0,Start,,,,,,
Vadim Brovtsev,South Ossetian,802882186.0,40029.0,915.0,GA,,,,,,
Tou Travel Ariki,Cook Island,717545630.0,3502.0,640.0,Stub,,,,,,
Piho Rua,Cook Island,717593716.0,3524.0,662.0,Start,,,,,,
Robert Woonton,Cook Island,717897925.0,3636.0,774.0,Start,,,,,,
Ngereteina Puna,Cook Island,719186872.0,3979.0,163.0,Stub,,,,,,
List of Presidents of the House of Ariki,Cook Island,728378933.0,6249.0,525.0,Stub,,,,,,
Tangaroa Tangaroa,Cook Island,737975585.0,7697.0,65.0,Start,,,,,,
Speaker of the Cook Islands Parliament,Cook Island,755442454.0,10780.0,286.0,Start,,,,,,
Maria Heather,Cook Island,757064438.0,11448.0,0.0,Stub,,,,,,
Tetangi Matapo,Cook Island,757064793.0,11449.0,1.0,Stub,,,,,,
Selina Napa,Cook Island,757064845.0,11450.0,2.0,Stub,,,,,,
Dorice Reid,Cook Island,757065079.0,11451.0,3.0,B,,,,,,
Ngai Tupa,Cook Island,757065152.0,11452.0,4.0,Stub,,,,,,
Cassey Eggelton,Cook Island,757540405.0,12472.0,70.0,Stub,,,,,,
Norman George,Cook Island,763769083.0,14005.0,649.0,Start,,,,,,
John Tangi,Cook Island,763769086.0,14006.0,650.0,Stub,,,,,,
Vai Peua,Cook Island,763769088.0,14007.0,651.0,Stub,,,,,,
Teariki Heather,Cook Island,763769233.0,14008.0,652.0,Start,,,,,,
George Angene,Cook Island,763769688.0,14010.0,654.0,Stub,,,,,,
Albert (Peto) Nicholas,Cook Island,763770488.0,14011.0,655.0,Stub,,,,,,
Tupou Faireka,Cook Island,763774025.0,14013.0,657.0,Stub,,,,,,
Mark Brown (Cook Islands),Cook Island,763774066.0,14014.0,658.0,Stub,,,,,,
Nandi Glassie,Cook Island,763774069.0,14015.0,659.0,Stub,,,,,,
Apii Piho,Cook Island,763775030.0,14016.0,660.0,Stub,,,,,,
Winton Pickering,Cook Island,763775034.0,14017.0,661.0,Stub,,,,,,
Albert Nicholas (Cook Islands),Cook Island,763775035.0,14018.0,662.0,Stub,,,,,,
Vincent Ingram,Cook Island,763775867.0,14019.0,663.0,Start,,,,,,
Terepai Maoate Jnr,Cook Island,763775893.0,14020.0,664.0,Stub,,,,,,
Toanui Isamaela,Cook Island,763776103.0,14021.0,665.0,Stub,,,,,,
Tangata Vavia,Cook Island,763776191.0,14022.0,666.0,Start,,,,,,
Taunga Toka,Cook Island,763776193.0,14023.0,667.0,Stub,,,,,,
Teremoana Tapi Taio,Cook Island,763776229.0,14024.0,668.0,Stub,,,,,,
Tepure Tapaitau,Cook Island,763776231.0,14025.0,669.0,Start,,,,,,
Mapu Taia,Cook Island,763776235.0,14026.0,670.0,Stub,,,,,,
Pupuke Robati,Cook Island,763776270.0,14027.0,671.0,Start,,,,,,
Wilkie Rasmussen,Cook Island,763776271.0,14028.0,672.0,Start,,,,,,
Tai Tura,Cook Island,763776737.0,14030.0,674.0,Stub,,,,,,
Tekii Lazaro,Cook Island,763776768.0,14031.0,675.0,Stub,,,,,,
Kura Strickland,Cook Island,763776806.0,14032.0,676.0,Stub,,,,,,
Mii Parima,Cook Island,763776808.0,14033.0,677.0,Stub,,,,,,
Joe Williams (Cook Islands politician),Cook Island,763776856.0,14034.0,678.0,Start,,,,,,
Kiriau Turepu,Cook Island,763776860.0,14035.0,679.0,Stub,,,,,,
Inatio Akaruru,Cook Island,766806728.0,14712.0,402.0,Start,,,,,,
Terepai Maoate,Cook Island,767048874.0,14750.0,440.0,Start,,,,,,
Deputy Prime Minister of the Cook Islands,Cook Island,767048881.0,14751.0,441.0,Start,,,,,,
Atatoa Herman,Cook Island,767994335.0,14987.0,677.0,Stub,,,,,,
Kete Ioane,Cook Island,778717694.0,18093.0,921.0,Start,,,,,,
Tom Davis (Cook Islands politician),Cook Island,778763952.0,18099.0,927.0,C,,,,,,
Niki Rattle,Cook Island,778789714.0,18118.0,946.0,Stub,,,,,,
Frederick Tutu Goodwin,Cook Island,784686871.0,20608.0,574.0,Start,,,,,,
Ngamau Munokoa,Cook Island,784786128.0,20683.0,649.0,Start,,,,,,
Henry Puna,Cook Island,786648340.0,21506.0,518.0,C,,,,,,
Moana Ioane,Cook Island,787050138.0,21742.0,754.0,Stub,,,,,,
Marguerite Story,Cook Island,787227714.0,21860.0,872.0,Start,,,,,,
Apenera Short,Cook Island,788240713.0,22924.0,28.0,Start,,,,,,
Mana Strickland,Cook Island,788499686.0,23227.0,331.0,Start,,,,,,
William (Smiley) Heather,Cook Island,788897273.0,24956.0,152.0,Start,,,,,,
Rose Toki-Brown,Cook Island,788897549.0,24957.0,153.0,Stub,,,,,,
Teina Bishop,Cook Island,788898457.0,24959.0,155.0,Start,,,,,,
Pumati Israela,Cook Island,788899523.0,24962.0,158.0,Stub,,,,,,
Robert Wigmore,Cook Island,794802546.0,31586.0,104.0,Start,,,,,,
Pukeiti Pukeiti,Cook Island,794802590.0,31587.0,105.0,Stub,,,,,,
John Henry (Cook Islands politician),Cook Island,797303432.0,33679.0,289.0,Stub,,,,,,
Geoffrey Henry,Cook Island,797303508.0,33680.0,290.0,Start,,,,,,
Albert Henry (politician),Cook Island,797303536.0,33681.0,291.0,C,,,,,,
Jim Marurai,Cook Island,799769949.0,36226.0,928.0,C,,,,,,
Pa Tepaeru Terito Ariki,Cook Island,805657875.0,43482.0,552.0,C,,,,,,
Tom Marsters,Cook Island,806739780.0,45207.0,369.0,Start,,,,,,
Hilal Al Sarmi,Omani,717915660.0,3652.0,790.0,Stub,,,,,,
Mohammed Al Rumhi,Omani,722258362.0,4833.0,63.0,Stub,,,,,,
Yahya Al Khusaibi,Omani,726862168.0,6119.0,395.0,Stub,,,,,,
Sayyid Badr bin Hamad bin Hamood AlBusaidi,Omani,729426899.0,6380.0,656.0,Start,,,,,,
Fahd bin Mahmoud al Said,Omani,757164616.0,11556.0,108.0,Stub,,,,,,
Rawya Saud Al Busaidi,Omani,760558966.0,13428.0,72.0,Stub,,,,,,
"Azzan bin Qais, Sultan of Muscat and Oman",Omani,767183600.0,14779.0,469.0,Stub,,,,,,
Taimur bin Feisal,Omani,767885927.0,14968.0,658.0,Start,,,,,,
"Turki bin Said, Sultan of Muscat and Oman",Omani,774877670.0,16922.0,704.0,Stub,,,,,,
Badr bin Saud al Busaidi,Omani,783116680.0,19841.0,761.0,Stub,,,,,,
"Salim bin Thuwaini, Sultan of Muscat and Oman",Omani,787929352.0,22518.0,576.0,Start,,,,,,
Rahila Al Riyami,Omani,788828342.0,24313.0,463.0,Stub,,,,,,
List of rulers of Oman,Omani,789761641.0,27672.0,6.0,B,,,,,,
Malek Bin Sulaiman Al Ma'amari,Omani,794599835.0,31421.0,893.0,Stub,,,,,,
"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141.0,31525.0,43.0,C,,,,,,
Yusuf bin Alawi bin Abdullah,Omani,797805284.0,34185.0,795.0,Start,,,,,,
Samira bint Mohamed Al-Moosa,Omani,797947292.0,34312.0,922.0,Stub,,,,,,
Moosa AbdulRahman Hassan,Omani,799540696.0,35988.0,690.0,C,,,,,,
Abdullah Al Saidi,Omani,801364408.0,38209.0,49.0,Stub,,,,,,
Said bin Taimur,Omani,802317488.0,39254.0,140.0,C,,,,,,
"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525.0,41080.0,58.0,Start,,,,,,
"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440.0,45083.0,245.0,Stub,,,,,,
Qaboos bin Said al Said,Omani,806904421.0,45540.0,702.0,C,,,,,,
Haitham bin Tariq Al Said,Omani,807451487.0,46596.0,804.0,Stub,,,,,,
John Allen (diplomat),Tokelauan,720435378.0,4310.0,494.0,Stub,,,,,,
Neil Walter,Tokelauan,732100626.0,6706.0,28.0,Start,,,,,,
Tim Francis,Tokelauan,744394596.0,8657.0,71.0,Stub,,,,,,
Duncan MacIntyre (New Zealand politician),Tokelauan,770994352.0,15811.0,547.0,C,,,,,,
Russell Marshall,Tokelauan,771460602.0,16002.0,738.0,C,,,,,,
Guy Powles,Tokelauan,786375181.0,21387.0,399.0,C,,,,,,
Salesio Lui,Tokelauan,790644183.0,28765.0,145.0,Stub,,,,,,
Kuresa Nasau,Tokelauan,790644216.0,28766.0,146.0,Stub,,,,,,
Patuki Isaako,Tokelauan,790644404.0,28769.0,149.0,Stub,,,,,,
Kolouei O'Brien,Tokelauan,790647368.0,28772.0,152.0,Stub,,,,,,
Afega Gaualofa,Tokelauan,795631781.0,32255.0,773.0,Stub,,,,,,
Siopili Perez,Tokelauan,795633170.0,32256.0,774.0,Stub,,,,,,
David Payton,Tokelauan,799209983.0,35598.0,300.0,Stub,,,,,,
Head of Government of Tokelau,Tokelauan,801375710.0,38227.0,67.0,Start,,,,,,
Falima Teao,Tokelauan,801630990.0,38595.0,435.0,Stub,,,,,,
Jonathan Kings,Tokelauan,806257719.0,44390.0,506.0,Stub,,,,,,
Administrator of Tokelau,Tokelauan,806258588.0,44392.0,508.0,Start,,,,,,
Themba N. Masuku,Swaziland,723121670.0,5046.0,276.0,Stub,,,,,,
Moses Mathendele Dlamini,Swaziland,747579157.0,9277.0,691.0,Start,,,,,,
Constance Simelane,Swaziland,757540600.0,12475.0,73.0,C,,,,,,
Ntfombi of Swaziland,Swaziland,785654533.0,21073.0,85.0,C,,,,,,
Bheki Dlamini,Swaziland,790010530.0,28162.0,496.0,Stub,,,,,,
Bhekimpi Dlamini,Swaziland,790010540.0,28163.0,497.0,Stub,,,,,,
Jameson Mbilini Dlamini,Swaziland,790010556.0,28164.0,498.0,Stub,,,,,,
Lutfo Dlamini,Swaziland,790010558.0,28165.0,499.0,Stub,,,,,,
Mabandla Dlamini,Swaziland,790010563.0,28166.0,500.0,Stub,,,,,,
Makhosini Dlamini,Swaziland,790010573.0,28167.0,501.0,Stub,,,,,,
Mphiwa Dlamini,Swaziland,790010577.0,28168.0,502.0,Stub,,,,,,
Obed Dlamini,Swaziland,790010578.0,28169.0,503.0,Stub,,,,,,
Paul Dlamini,Swaziland,790010579.0,28170.0,504.0,Stub,,,,,,
Themba Dlamini,Swaziland,790010705.0,28171.0,505.0,Stub,,,,,,
Njabulo Mabuza,Swaziland,790010716.0,28172.0,506.0,Stub,,,,,,
Charles Myeza,Swaziland,790010723.0,28173.0,507.0,Stub,,,,,,
Sishayi Nxumalo,Swaziland,790010729.0,28174.0,508.0,Stub,,,,,,
Paul Shabangu,Swaziland,790010732.0,28175.0,509.0,Stub,,,,,,
Trusty Gina,Swaziland,790010783.0,28176.0,510.0,Stub,,,,,,
Marwick Khumalo,Swaziland,790010820.0,28177.0,511.0,Stub,,,,,,
Prince Sozisa Dlamini,Swaziland,790090661.0,28234.0,568.0,B,,,,,,
Andreas Fakudze,Swaziland,790636139.0,28755.0,135.0,Stub,,,,,,
Ndumiso Mamba,Swaziland,793428048.0,30653.0,125.0,Stub,,,,,,
Dzeliwe of Swaziland,Swaziland,796256782.0,32734.0,298.0,Start,,,,,,
Ben Nsibandze,Swaziland,797494822.0,33854.0,464.0,Stub,,,,,,
List of Prime Ministers of Swaziland,Swaziland,797904256.0,34271.0,881.0,Start,,,,,,
Barnabas Sibusiso Dlamini,Swaziland,798454144.0,34744.0,400.0,Start,,,,,,
Sotsha Dlamini,Swaziland,800650407.0,37273.0,67.0,Stub,,,,,,
Labotsibeni Mdluli,Swaziland,802149787.0,39117.0,3.0,C,,,,,,
Tsandzile Dlamini,Swaziland,804656330.0,41983.0,7.0,Start,,,,,,
