page,country,rev_id,row_num,batch_num,prediction,FIPS,Name,Type,TimeFrame,Data (M),Population
Maphevu Dlamini,Swaziland,807175486.0,45956.0,164.0,Stub,,,,,,
Karim Mammadbeyov,Dagestani,723563977.0,5163.0,393.0,Start,,,,,,
Aziz Aliyev,Dagestani,785202362.0,20858.0,824.0,C,,,,,,
Mukhu Aliyev,Dagestani,785532389.0,21021.0,33.0,Start,,,,,,
Magomedali Magomedov,Dagestani,789329935.0,26988.0,276.0,Start,,,,,,
Magomedsalam Magomedov,Dagestani,792949749.0,30261.0,687.0,Start,,,,,,
Sagid Murtazaliev,Dagestani,796896055.0,33295.0,859.0,Start,,,,,,
Head of the Republic of Dagestan,Dagestani,803611453.0,40704.0,636.0,Start,,,,,,
List of Danish High Commissioners in Greenland,Greenlandic,728026000.0,6213.0,489.0,Stub,,,,,,
Gunnar Martens,Greenlandic,742150479.0,8327.0,695.0,Stub,,,,,,
Sara Olsvig,Greenlandic,756830216.0,11234.0,740.0,Stub,,,,,,
Kathrine Chemnitz,Greenlandic,757102071.0,11486.0,38.0,Start,,,,,,
Augusta Salling,Greenlandic,757103267.0,11489.0,41.0,Stub,,,,,,
Agathe Fontain,Greenlandic,757539811.0,12455.0,53.0,Stub,,,,,,
Ane Hansen (politician),Greenlandic,757539958.0,12459.0,57.0,Stub,,,,,,
Asii Chemnitz Narup,Greenlandic,763742018.0,13996.0,640.0,Stub,,,,,,
Aleqa Hammond,Greenlandic,770757601.0,15696.0,432.0,Start,,,,,,
Katrine Larsen Lenner,Greenlandic,778461046.0,18001.0,829.0,Stub,,,,,,
Maliina Abelsen,Greenlandic,780537008.0,18939.0,813.0,Start,,,,,,
Agnethe Davidsen,Greenlandic,787423025.0,22160.0,218.0,Stub,,,,,,
Mimi Karlsen,Greenlandic,806560929.0,44916.0,78.0,Stub,,,,,,
Alan Parastaev,Ossetian,743018109.0,8450.0,818.0,Start,,,,,,
Taymuraz Mamsurov,Ossetian,757343822.0,12256.0,808.0,Start,,,,,,
Head of the Republic of North Ossetia-Alania,Ossetian,774555176.0,16826.0,608.0,Stub,,,,,,
Akhsarbek Galazov,Ossetian,782634776.0,19644.0,564.0,Start,,,,,,
Alexander Dzasokhov,Ossetian,789328182.0,26957.0,245.0,Start,,,,,,
Alla Dzhioyeva,Ossetian,796950389.0,33353.0,917.0,C,,,,,,
Vyacheslav Bitarov,Ossetian,804609656.0,41949.0,927.0,Stub,,,,,,
Tamerlan Aguzarov,Ossetian,804609900.0,41950.0,928.0,Stub,,,,,,
Anatoly Bibilov,Ossetian,806832826.0,45403.0,565.0,Start,,,,,,
Leilani Reklai,Palauan,757106724.0,11498.0,50.0,Stub,,,,,,
Antonio Bells,Palauan,762610456.0,13754.0,398.0,Stub,,,,,,
Haruo Remeliik,Palauan,764341685.0,14139.0,783.0,Stub,,,,,,
Roman Tmetuchl,Palauan,765032190.0,14291.0,935.0,GA,,,,,,
Vice President of Palau,Palauan,765102210.0,14303.0,947.0,Stub,,,,,,
Surangel Whipps Jr.,Palauan,767195006.0,14783.0,473.0,Stub,,,,,,
Alfonso Oiterong,Palauan,773405868.0,16486.0,268.0,Stub,,,,,,
Johnson Toribiong,Palauan,777304756.0,17597.0,425.0,Start,,,,,,
Kerai Mariur,Palauan,778679721.0,18083.0,911.0,Stub,,,,,,
President of Palau,Palauan,782714724.0,19681.0,601.0,Stub,,,,,,
Kuniwo Nakamura,Palauan,786992351.0,21706.0,718.0,Start,,,,,,
Tommy Remengesau,Palauan,788566799.0,23284.0,388.0,C,,,,,,
Thomas Remengesau Sr.,Palauan,788566961.0,23285.0,389.0,Stub,,,,,,
Ngiratkel Etpison,Palauan,788567219.0,23288.0,392.0,Start,,,,,,
Raynold Oilouch,Palauan,789983618.0,27963.0,297.0,Stub,,,,,,
Lazarus Salii,Palauan,790011394.0,28178.0,512.0,Stub,,,,,,
Ngedikes Olai Uludong,Palauan,790410665.0,28549.0,883.0,Start,,,,,,
Sandra Pierantozzi,Palauan,790423026.0,28589.0,923.0,Stub,,,,,,
Elias Camsek Chin,Palauan,795139723.0,31864.0,382.0,Start,,,,,,
Akiko Sugiyama,Palauan,797884160.0,34251.0,861.0,Stub,,,,,,
Baklai Temengil,Palauan,805961817.0,43945.0,61.0,Start,,,,,,
List of Presidents of Somaliland,Somaliland,792010538.0,29735.0,161.0,Start,,,,,,
Dahir Riyale Kahin,Somaliland,798692052.0,35066.0,722.0,Start,,,,,,
Adan Ahmed Elmi,Somaliland,804143605.0,41379.0,357.0,Stub,,,,,,
Muhammad Haji Ibrahim Egal,Somaliland,805840190.0,43750.0,820.0,C,,,,,,
Hediya Yousef,Rojava,805873719.0,43810.0,880.0,C,,,,,,
Mansur Selum,Rojava,805873803.0,43811.0,881.0,Stub,,,,,,
,,,,,,EH,Western Sahara,Country,2019.0,0.597,597000.0
,,,,,,CI,Cote d'Ivoire,Country,2019.0,26.175,26175000.0
,,,,,,YT,Mayotte,Country,2019.0,0.284,284000.0
,,,,,,RE,Reunion,Country,2019.0,0.861,861000.0
,,,,,,CD,"Congo, Dem. Rep.",Country,2019.0,89.568,89568000.0
,,,,,,SZ,eSwatini,Country,2019.0,1.104,1104000.0
,,,,,,SV,El Salvador,Country,2019.0,6.481,6481000.0
,,,,,,HN,Honduras,Country,2019.0,9.863999999999999,9864000.0
,,,,,,CW,Curacao,Country,2019.0,0.155,155000.0
,,,,,,PR,Puerto Rico,Country,2019.0,3.1889999999999996,3189000.0
,,,,,,KN,St. Kitts-Nevis,Country,2019.0,0.054000000000000006,54000.0
,,,,,,LC,Saint Lucia,Country,2019.0,0.182,182000.0
,,,,,,VC,St. Vincent and the Grenadines,Country,2019.0,0.111,111000.0
,,,,,,GE,Georgia,Country,2019.0,3.715,3715000.0
,,,,,,OM,Oman,Country,2019.0,4.713,4713000.0
,,,,,,BN,Brunei,Country,2019.0,0.469,469000.0
,,,,,,TL,Timor-Leste,Country,2019.0,1.318,1318000.0
,,,,,,HK,"China, Hong Kong SAR",Country,2019.0,7.494,7494000.0
,,,,,,MO,"China, Macao SAR",Country,2019.0,0.6859999999999999,686000.0
,,,,,,Channel Islands,Channel Islands,Sub-Region,2019.0,0.172,172000.0
,,,,,,CZ,Czechia,Country,2019.0,10.716,10716000.0
,,,,,,MK,North Macedonia,Country,2019.0,2.08,2080000.0
,,,,,,PF,French Polynesia,Country,2019.0,0.28,280000.0
,,,,,,GU,Guam,Country,2019.0,0.175,175000.0
,,,,,,NC,New Caledonia,Country,2019.0,0.295,295000.0
,,,,,,PW,Palau,Country,2019.0,0.018000000000000002,18000.0
,,,,,,WS,Samoa,Country,2019.0,0.2,200000.0
